28,2023-05-20 22:28:04.175944,0,40
29,2023-05-20 22:28:04.580493,0,40
30,2023-05-20 22:28:05.138999,0,40
31,2023-05-20 22:28:05.477837,0,40
32,2023-05-20 22:28:05.891748,0,40
33,2023-05-20 22:28:06.202916,0,40
34,2023-05-20 22:28:06.493579,0,40
35,2023-05-20 22:28:06.760366,0,40
36,2023-05-20 22:28:06.982809,0,40
37,2023-05-20 22:28:07.242273,0,40
38,2023-05-20 22:28:07.615122,0,40
39,2023-05-20 22:28:10.325327,0,40
40,2023-05-20 22:28:26.531467,0,40
41,2023-05-20 22:28:44.024045,0,40
42,2023-05-20 22:29:03.359753,0,40
43,2023-05-20 22:29:28.167882,0,40
44,2023-05-20 22:30:18.392260,0,40
Image_ID,Date/Time,Image Points,Total Points
1,2023-05-20 22:33:52.665615,2,2
2,2023-05-20 22:34:35.193695,1,3
3,2023-05-20 22:34:37.671164,0,3
4,2023-05-20 22:34:42.057139,0,3
5,2023-05-20 22:34:56.157342,8,11
6,2023-05-20 22:35:08.221342,11,22
7,2023-05-20 22:35:12.537867,1,23
8,2023-05-20 22:35:46.177230,4,27
9,2023-05-20 22:35:55.240543,16,43
10,2023-05-20 22:36:00.565914,2,45
11,2023-05-20 22:36:07.917751,1,46
12,2023-05-20 22:36:12.693531,4,50
Image_ID,Date/Time,Image Points,Total Points
Image_ID,Date/Time,Image Points,Total Points
1,2023-05-20 22:40:56.208354,0,0
Image_ID,Date/Time,Image Points,Total Points
1,2023-05-20 22:42:33.348478,0,0
2,2023-05-20 22:42:39.067329,1,1
3,2023-05-20 22:43:24.763553,11,12
Image_ID,Date/Time,Image Points,Total Points
Image_ID,Date/Time,Image Points,Total Points
Image_ID,Date/Time,Image Points,Total Points
Image_ID,Date/Time,Image Points,Total Points
Image_ID,Date/Time,Image Points,Total Points
Image_ID,Date/Time,Image Points,Total Points
Image_ID,Date/Time,Image Points,Total Points
1,2023-05-29 14:38:23.989303,2,2
